"Week","SKU.A.2","SKU.B.2","SKU.C.1","SKU.C.2","SKU.F.1","SKU.F.2","SKU.H.2","SKU.I.2","SKU.J.2","SKU.K.2","SKU.L.1","SKU.L.2","SKU.M.2","SKU.O.1","SKU.O.2","SKU.Q.2","SKU.S.2","SKU.B.1","SKU.E.2","SKU.G.2","SKU.H.1","SKU.K.1","SKU.N.2","SKU.Q.1","SKU.M.1","SKU.Q.3","SKU.C.3","SKU.F.3","SKU.H.3","SKU.K.3","SKU.O.3","SKU.B.3","SKU.G.3","SKU.L.3","SKU.N.3","SKU.A.3","SKU.E.3","SKU.I.3","SKU.S.3","SKU.U.3","SKU.T.3","SKU.J.3","SKU.B.4","SKU.O.4","SKU.Q.4","SKU.U.4","SKU.W.4","SKU.C.4","SKU.K.4","SKU.L.4","SKU.A.4","SKU.T.4","SKU.D.4","SKU.F.4","SKU.G.4","SKU.H.4","SKU.V.4","SKU.I.4","SKU.N.4","SKU.R.4","SKU.S.4","SKU.J.4","SKU.E.4","SKU.P.4","SKU.A.5","SKU.D.5","SKU.K.5","SKU.C.5","SKU.B.5","SKU.R.5","SKU.T.5","SKU.U.5","SKU.V.5","SKU.Y.5","SKU.X.5","SKU.L.5","SKU.Q.5","SKU.S.5","SKU.W.5","SKU.J.5","SKU.E.5","SKU.F.5","SKU.H.5","SKU.N.5","SKU.I.5","SKU.G.5"
95,2627,13200,NA,39395,NA,2388,13217,2229,0,4268,NA,6768,3121,NA,4107,5573,2404,NA,955,NA,NA,NA,2867,NA,NA,12580,41910,62182,28026,26433,6051,30079,4616,10350,6067,5971,5541,5525,42198,41481,9793,0,23407,10748,19841,14729,13535,77214,32643,15223,16226,1911,10367,52548,7165,19442,8997,6290,16480,8917,10987,1910,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2388,22946,NA,27882,NA,6719,28965,5334,0,6704,NA,17898,2054,NA,39172,3934,3695,NA,637,NA,NA,NA,2834,NA,NA,20859,113710,82420,47898,76640,21369,54920,8534,16560,8789,20048,13090,9395,23249,33280,11146,637,39586,18216,32643,13168,13168,89570,36974,26146,29506,10351,12883,65047,17755,53026,9952,12897,14093,8598,20382,4458,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,4490,16846,NA,51544,NA,7165,28853,7819,0,23168,NA,45477,2229,NA,17594,8407,6020,NA,430,NA,NA,NA,3980,NA,NA,46815,78217,132914,36752,81639,13360,75652,13089,10987,16290,44889,22850,4427,42071,48996,13695,2867,21608,18996,22134,14968,11942,106481,40526,23950,27150,3567,10000,107914,10588,41131,8280,10540,14363,14171,6672,2070,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1433,19985,NA,18614,NA,3981,11385,3424,0,10255,NA,90478,3870,NA,27946,2069,4777,NA,159,NA,NA,NA,2563,NA,NA,39220,91591,74522,31051,66241,13869,62674,4379,18312,16990,52294,25000,10287,29172,39171,6369,4889,21337,12101,21179,23248,9793,63885,38901,15287,23567,2866,10828,100477,9060,38361,6497,11115,12595,34872,11464,1274,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1050,9315,NA,37787,NA,8137,17389,4713,0,12436,NA,29619,4172,NA,20908,4618,3662,NA,318,NA,NA,NA,1353,NA,NA,24347,45637,49379,19634,27006,10430,34140,11560,10382,12740,5636,7324,5668,23200,12469,8329,4140,27945,18901,27038,22006,15891,82945,36465,22038,19634,3120,9952,53725,10111,39586,5048,10031,19426,6687,17754,1672,2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1878,17373,NA,21513,NA,3806,38854,11465,0,5047,NA,21975,1752,NA,16242,3663,5844,NA,2117,NA,NA,NA,1290,NA,NA,11465,57707,114856,26592,81114,9076,53105,13376,19873,14237,16672,20669,7022,14220,19187,8360,6051,37213,22898,26226,14744,46147,152851,63567,42993,26831,6640,18918,148965,15526,46274,6943,14411,22372,7325,36322,3981,2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,11305,20398,NA,32007,NA,15653,19076,6528,0,8424,NA,28662,6178,NA,23726,3185,4139,NA,478,NA,NA,NA,477,NA,NA,48885,82166,68486,29012,98502,10508,56370,3790,17675,5796,31591,16592,4937,53025,22929,7404,7166,37453,26449,36927,16752,20095,133869,69793,54538,42197,7802,10987,93790,14633,50987,9666,13535,17197,3344,35270,2070,7245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1958,18073,NA,34888,NA,14108,25223,4346,159,4204,NA,43074,3025,NA,30334,5254,6131,NA,477,NA,NA,NA,1512,NA,NA,36783,90780,72039,19794,95239,12802,57484,11146,24442,5335,52421,27547,4728,28693,23249,16162,4936,58695,152851,48566,18982,40653,193551,67931,36895,41369,9873,28583,71624,13042,61895,11943,17118,26784,7006,28711,2946,5812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,621,22516,NA,44634,NA,13694,41528,7165,0,3980,NA,25000,4808,NA,13217,17197,4220,NA,1130,NA,NA,NA,796,NA,NA,49746,69585,39489,20446,91561,16130,57674,17835,18790,8758,5143,29060,5015,30303,24045,15366,1274,79156,26146,100796,21337,24920,194713,113296,71178,65174,6688,25399,138566,21099,48424,10669,24125,25765,11146,47054,1592,5032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1911,24808,NA,33058,NA,2707,55079,5796,0,3184,NA,6051,2213,NA,35828,4618,5175,NA,318,NA,NA,NA,1194,NA,NA,39443,63966,111147,12261,171338,23041,46752,9474,30094,10971,21513,16242,6050,21704,34713,16402,1704,61513,87564,89331,19857,22612,193472,160079,138503,33440,9076,20222,120174,23455,55447,11386,22403,28582,9713,96003,1274,3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,637,8503,NA,32388,NA,2707,18550,1353,0,8822,NA,33837,1242,NA,23837,2706,16417,NA,2834,NA,NA,NA,875,NA,NA,39968,77118,41704,14826,104141,16720,30510,4140,10986,14809,2690,7484,7325,29331,46019,6209,3121,39029,22071,37070,19490,43201,151911,69427,72198,32166,16083,24443,92628,16879,152500,12022,25637,32085,25923,50701,11911,14490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0,14697,NA,36593,NA,10064,41640,876,0,1481,NA,38217,1003,NA,18184,3025,1720,NA,318,NA,NA,NA,159,NA,NA,7961,42675,35670,9347,78344,22054,21656,8408,2866,16019,5813,5573,4299,50636,11464,8280,10016,44379,34824,68137,26910,48567,185573,37898,37260,33281,12516,24522,99045,10222,79315,9953,14968,20541,24362,30414,17754,6448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,844,10717,NA,31083,NA,14092,37261,1767,0,9761,NA,16560,3662,NA,11147,2548,1274,NA,0,NA,NA,NA,111,NA,NA,12230,40924,52659,10684,61784,12596,21273,4220,28599,10541,3615,21735,5239,21673,21432,5494,12898,74044,106942,90031,13344,65525,220048,43471,63757,65127,7802,17516,98057,19188,60573,11784,17293,20859,5334,39555,2547,13567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,955,6513,NA,22771,NA,3265,11002,2150,0,955,NA,1433,2070,NA,3153,2389,5573,NA,159,NA,NA,NA,2882,NA,NA,17022,69125,49634,14712,48567,13901,38615,4745,4076,3726,1752,1974,5747,20653,52150,5015,17038,102086,38503,97596,23375,51321,217914,65367,106878,69330,8518,32500,207786,20477,84236,10080,23041,28344,10716,29426,7022,10032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,637,1784,NA,22978,NA,10590,14585,NA,0,2229,NA,24682,796,NA,7500,5096,478,NA,0,NA,NA,NA,318,NA,NA,24681,53407,38981,39283,48408,47134,30606,2770,16401,24076,5255,11322,8232,70876,17356,10987,8759,60016,36464,144729,38614,74952,277771,82628,64331,61385,12660,43472,233360,37388,124968,17357,25317,38201,13631,57022,14013,23408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,159,605,NA,30000,NA,8822,4140,NA,159,3184,NA,33121,1783,NA,6163,2229,1274,NA,0,NA,NA,NA,159,NA,NA,20700,65239,42882,11050,100685,49091,31418,4299,8042,9379,4808,9873,5016,40605,15892,13106,57961,56400,254937,81242,30892,72771,317213,65924,76433,42198,8455,24808,118678,20271,38981,18440,30494,36114,4618,75860,2547,3821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,NA,12260,NA,2739,3821,NA,159,796,NA,637,478,NA,7420,1752,3344,NA,239,NA,NA,NA,955,NA,NA,24379,44044,56687,6672,86225,28822,21784,2388,1847,6656,2611,19220,3614,7945,10381,3663,57484,52324,69013,43280,34554,105525,206226,69905,55446,54459,23917,36991,175780,18455,64172,18630,25477,21799,5254,22133,12102,4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,NA,18471,NA,4904,4172,NA,NA,3503,NA,366,2548,NA,5302,3344,4299,NA,0,NA,NA,NA,0,NA,NA,26975,45541,30094,14792,88884,20541,29331,6432,12834,3042,11052,15812,4203,13137,18152,8980,15924,70749,45031,74824,32150,40063,266116,87754,87007,42929,8598,46003,225111,16162,102277,14411,38710,32405,2436,37197,4777,14808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,16560,NA,3662,5414,NA,NA,159,NA,796,796,NA,8599,1433,1433,NA,0,NA,NA,NA,1656,NA,NA,10636,58439,35080,17420,116322,13535,23757,509,5653,2883,10892,2228,7405,17467,19506,3599,9235,55223,54475,89602,35191,64937,276194,78980,50414,47835,3439,27341,135016,13534,54617,19905,20065,36337,6529,56368,1114,12102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,18312,NA,1974,1911,NA,NA,1592,NA,477,637,NA,6241,1274,637,NA,0,NA,NA,NA,NA,NA,NA,20478,71784,73042,14315,68184,15509,26974,3057,11624,7086,12946,8248,3042,12724,26275,7166,9395,101688,25080,127723,30063,70557,336816,101116,60780,62691,5303,27437,170000,34713,115875,27246,43312,34395,8280,48041,13137,6289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,NA,5541,NA,7006,1752,NA,NA,318,NA,318,0,NA,3185,NA,159,NA,318,NA,NA,NA,NA,NA,NA,32087,82866,78917,17961,85843,3853,19219,2835,19076,4299,7022,4840,7149,16751,32962,5048,16879,88009,89713,121576,29539,48806,318885,102834,74601,83089,21513,41241,173886,21576,155127,18312,22548,32006,6051,56130,4219,10190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,NA,1751,NA,1751,1433,NA,NA,478,NA,NA,159,NA,2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8933,95398,66417,30366,95604,21194,42914,1544,15175,4156,8997,2707,1752,15622,10637,1050,50956,101306,57962,149141,42340,46193,411100,141131,78599,68583,11146,36560,228821,27977,139395,26990,22692,60510,14904,99204,3026,22182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32644,79077,61576,12102,106163,24618,36434,5971,24427,12213,19920,4586,5924,12755,13870,6927,37739,57930,35190,123232,51290,52452,168806,89889,78503,48233,9586,28344,137500,24203,56990,15126,50303,60079,11146,45876,3265,26815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10781,36401,59188,4665,64698,18471,21785,3743,13121,2388,11943,17133,3694,10446,14347,9554,36943,76895,51592,140844,33280,41305,332739,105079,98217,64283,11752,36480,158408,18472,106466,23312,25159,34555,22611,50924,3503,19442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16210,76258,38600,14076,81672,11146,20271,4410,14171,8391,4999,2213,3185,10796,17277,2309,8916,77962,41098,102914,33344,33026,383057,133790,141926,39697,21099,43821,205747,33217,187485,11592,43869,42866,4872,72898,5653,9235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17992,70684,59810,12532,96497,23486,35048,2436,11019,6131,14649,2229,4141,10876,10271,1910,26752,138327,65732,147835,50064,56848,400158,173757,97468,90303,18313,49999,324968,33360,151831,34570,39395,46291,25955,118775,10431,15127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18122,43488,39474,13407,72055,1719,25956,3121,12404,4490,8917,14428,2978,10223,9506,9506,32787,72229,46784,177707,32086,18821,311465,99220,132198,81211,17261,48120,174315,20222,98313,14252,21624,45971,37165,81194,7611,9713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26671,16035,23073,14713,96225,5095,2595,1545,3917,4857,2228,8201,2229,9045,11099,3471,4936,44746,135765,188264,75637,19427,210223,95318,103821,35828,12277,28297,154889,26959,122293,63456,22260,35780,21338,83998,10462,17993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12213,41417,27706,17547,145955,4458,17197,2866,1768,6528,11783,4777,3184,9873,12102,6528,33121,54299,122134,174426,51146,19426,386831,70621,103026,57643,20542,40351,225557,26528,101369,42675,39809,38535,9076,78614,6847,22023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17419,38694,28343,9442,83122,6847,17516,2914,4458,6369,13885,3185,2389,13790,14650,9236,12420,68949,48248,113456,25319,29045,308918,99173,110621,57405,12739,32358,162086,29936,104937,37866,37898,39490,5414,95988,3345,30892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17945,84538,26592,10986,72070,1592,41879,3201,5828,2468,26274,1911,6927,17835,7484,1209,0,76911,144618,157435,36146,31051,242787,117214,78009,108917,10510,33981,177214,17994,178184,19905,30255,37898,5733,67198,3200,7324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12340,62420,33599,5557,141162,2548,26115,2548,8121,4649,53807,2181,175,6465,16082,1592,23487,71975,57484,192755,45684,56051,385000,82914,83184,100955,9012,33917,216338,39650,141401,17006,33408,38281,17866,46641,6688,27389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76050,20637,16162,637,69347,78328,21991,1114,3965,4459,16401,955,1114,3535,9235,2834,19985,60222,35015,190811,28662,52388,202389,98791,95939,72197,16210,45398,144362,17499,102436,14013,37086,30670,9395,70732,7325,9076,6369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48248,32006,23566,2549,68997,66242,2867,159,12994,4108,477,0,796,1273,6608,3822,33757,64665,34076,60032,32165,30636,239268,74841,70126,68201,9745,19444,207564,26592,88997,12420,30270,32404,4617,81911,3662,26067,33439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34236,54458,47134,3980,62978,63694,35032,350,7564,8121,0,796,2070,11178,5892,318,7324,150797,36942,161736,52548,40286,292835,140924,71210,142039,23247,45701,238057,26592,101911,15923,27707,36783,2548,63694,11146,7962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171338,33487,25795,18949,24363,97612,37660,2547,11704,3391,15286,796,796,4459,9713,2070,37340,119076,88997,228423,97659,23407,326703,150875,175940,113965,18758,43472,258360,21974,145446,21019,31194,46672,6051,105636,1910,13057,83599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138504,25701,18949,1752,31688,167038,9012,350,1067,1592,6624,2628,0,956,11942,955,17197,52517,37898,141768,30049,14299,290096,78964,71973,50717,6927,14203,161894,11783,65573,43138,24188,40462,9554,59746,80,15127,102707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81003,38504,16401,1911,25207,270064,6162,207,12261,2548,9872,1911,0,3153,5255,6688,37405,39522,24315,187946,50000,34586,202405,101099,75813,44602,18360,41116,113456,18041,100287,27850,33296,46799,13694,77739,3009,14219,137898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203901,15286,19442,4458,49873,386623,5732,3057,2262,5653,955,0,32,1862,7564,382,37149,75127,76830,98551,67197,46323,440909,161019,117310,79840,25891,37214,239028,19904,158806,31147,37118,72420,15286,116113,5923,12420,38217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21975,34872,18041,4873,14395,226434,5781,525,4841,2182,4825,2007,0,3281,7962,1592,13137,34617,103933,114029,35351,22596,288631,94347,67308,43470,17485,31003,142675,16958,103933,32006,32850,47994,4777,49855,5541,11704,22293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60828,35525,36704,1385,11241,194156,22230,0,765,1067,53185,159,796,2325,8630,669,16290,71703,74458,147373,48884,32484,528869,115047,125398,86257,17547,43137,331863,27866,174714,44331,32117,59650,7165,167229,3774,11783,59713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28535,41561,14649,4235,31369,18153,25318,239,2866,2023,49363,4299,1433,1911,5924,1592,35892,80016,48886,111226,92197,51640,313376,155733,103536,89426,19665,30733,176769,27451,115303,20032,27244,46465,6210,53456,7723,11464,19108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32405,40924,3152,1019,7325,123566,14650,637,1911,1449,796,0,477,4744,4618,1751,63376,46466,36846,222611,35190,53057,186163,71656,111400,56114,12420,34331,135127,28629,77722,33280,30079,45875,1591,102802,3662,11273,39809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105095,39810,4777,318,19108,210239,23503,796,2707,0,87118,0,318,637,10828,3870,6528,67309,90445,166003,44267,32898,285876,109187,103487,65543,12453,31719,178630,18535,124157,32325,37547,36449,3344,91162,6369,30733,50955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48567,44268,27149,2771,42802,244427,12739,159,2707,159,16,0,0,1911,8391,4013,62580,67039,74826,193791,43789,18853,253520,83121,111561,110128,34920,36783,181306,21831,106305,46655,32165,42196,12898,62405,4618,27706,74045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50844,10191,16417,1591,5732,88185,4777,2707,3503,1115,0,0,80,1911,9363,3678,4666,96911,78886,157610,33502,39967,341194,131704,170032,93361,19681,39283,168726,22309,144474,28759,39889,59617,7947,100001,6051,11385,160828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44586,7006,10350,5892,77389,48232,11146,318,1911,892,25159,334,0,1513,4299,637,21975,94714,67436,106449,60827,41942,361179,111895,129555,153582,45844,42738,238822,26736,129760,36815,42038,52388,11019,85941,9746,49713,88376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88074,9235,25095,1593,66242,95892,22451,1433,7166,1656,35031,318,318,1115,10398,1911,27866,192357,180175,238264,65987,59633,664203,213152,217738,107961,15923,43073,484235,24139,359935,135494,26688,69379,14618,157293,10366,21242,157643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89172,2070,10031,955,20063,81576,18152,0,16719,4459,0,0,0,1115,4936,477,17356,85015,23965,69538,36942,25096,171273,50477,47389,93248,16831,24443,129729,25717,44204,65287,20080,12898,4649,27675,3822,11624,224522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36465,796,2469,955,7961,9108,1592,0,2389,0,6369,796,0,318,3981,0,22930,39649,85462,47930,49364,27867,80573,24523,48408,94682,25828,23981,107007,16432,11560,43632,34857,28169,4141,28344,1273,3981,78822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4459,3503,4220,1194,4459,10637,956,159,23885,700,0,3822,478,1226,3456,191,2866,8567,19426,41354,22611,58599,160795,45859,40876,30175,8121,19841,132420,23615,52085,25636,13439,40923,6529,43598,4315,15606,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
